gen_no,avg_cost,min_cost,max_cost,time
0,38518.96,27903,45515,8.00466537475586
1,34231.42,27021,45031,95.0319766998291
2,30184.98,24849,42537,197.04008102416992
3,26854.28,24849,31319,290.0395393371582
4,25785.22,23586,35780,379.1494369506836
5,25423.8,23586,37014,479.1538715362549
6,23993.02,23496,30677,554.3107986450195
7,24367.04,23496,33674,628.3104419708252
8,23960.34,23491,30585,710.310697555542
9,24042.2,23491,32026,810.3106021881104
10,24349.16,23171,30549,900.3751277923584
11,24122.8,23171,30536,992.5563335418701
12,23481.2,22940,26871,1067.4631595611572
13,23934.48,22905,32971,1159.0521335601807
14,23420.42,22905,31414,1241.0507202148438
15,23332.12,22905,30405,1333.1496715545654
16,23419.74,22831,32603,1418.8222885131836
17,23749.04,22831,31688,1522.96781539917
18,23089.26,21761,27353,1595.9672927856445
19,23019.88,20701,28426,1683.5355758666992
20,22116.84,20571,32201,1766.5622234344482
21,21144.64,19691,28123,1860.5616092681885
22,20941.22,19561,28851,1950.425386428833
23,20129.98,19561,25180,2029.1731357574463
24,20027.62,19561,27517,2116.2283420562744
25,20189.82,19561,27455,2196.5458393096924
26,20071.52,19561,26431,2300.506114959717
27,20357.88,19561,31012,2369.8649406433105
28,20245.2,19561,32112,2448.4972953796387
29,19824.9,19561,24741,2528.0044078826904
30,20358.54,19496,29574,2616.0664558410645
31,20294.72,18521,27341,2702.117443084717
32,19359.16,18456,21914,2770.1051235198975
33,19290.36,18391,33744,2860.102653503418
34,18529.12,18326,21356,2927.1023273468018
35,19503.54,17620,27421,3009.1030597686768
36,18631.64,17620,24955,3116.1704063415527
37,17762.72,17620,21120,3206.266164779663
38,18018.74,17620,24671,3273.266077041626
39,18169.52,17620,28056,3348.266839981079
40,18040.18,17620,25319,3417.2000885009766
41,17865.08,17560,23945,3495.814800262451
42,18344.9,17560,28854,3562.3297691345215
43,18021.84,17560,22640,3648.3349800109863
44,18200.14,17560,31787,3731.3146591186523
45,18033.32,17560,24200,3830.5389881134033
46,18557.6,17560,27906,3930.9566020965576
47,18199.98,17560,24150,4008.5036754608154
48,17718.08,17435,21349,4090.503931045532
49,18519.04,17435,25950,4171.503782272339
50,18200.8,17435,24755,4245.508670806885
51,17866.22,17435,22583,4311.503648757935
52,18036.08,17435,27100,4396.503925323486
53,18136.82,17435,26835,4475.50368309021
54,18074.06,17435,32390,4543.503522872925
55,18013.72,17435,25700,4661.822319030762
56,17964.64,17435,26130,4733.74080657959
57,18407.24,17435,32802,4788.759469985962
58,18116.56,17435,26220,4864.759206771851
59,18034.88,17010,25417,4962.593793869019
60,17858.58,17010,26059,5033.050060272217
61,17733.84,17010,26596,5107.048273086548
62,17629.78,17010,27975,5197.111129760742
63,17596.0,17010,26847,5271.567821502686
64,18122.54,17010,28385,5378.852605819702
65,17285.58,17010,23601,5491.655588150024
66,17210.2,17010,25045,5605.49783706665
67,17481.72,17010,28369,5690.496206283569
68,17535.66,17010,25515,5786.766529083252
69,17810.5,17010,29335,5867.7637577056885
70,17807.88,17010,31803,5956.340312957764
71,17455.44,16132,24530,6066.712379455566
72,17117.16,16132,21850,6145.707130432129
73,16959.14,16132,25724,6274.574995040894
74,17132.4,16132,36779,6362.092018127441
75,16655.6,16132,23912,6437.868595123291
76,16914.28,16132,29241,6536.870241165161
77,16407.1,16132,18764,6639.828205108643
78,17741.9,16132,30120,6713.832139968872
79,16881.12,16132,31042,6815.560817718506
80,17322.2,16132,27052,6896.611928939819
81,16545.08,16132,31510,6969.1901206970215
82,17266.12,16132,27537,7076.507806777954
83,16772.86,16132,26334,7161.81206703186
84,16803.7,16132,26885,7245.909929275513
85,17138.4,16132,32128,7329.241514205933
86,16977.02,16132,28596,7412.771701812744
87,16870.8,16132,29408,7499.104261398315
88,17321.72,16132,30887,7575.103998184204
89,16812.62,16132,26318,7661.170721054077
90,16442.68,16132,23972,7733.840465545654
91,17122.44,16132,29921,7843.947649002075
92,16915.78,16132,27465,7922.533273696899
93,16279.84,16132,21546,8010.7362270355225
94,16426.4,16132,22007,8085.071086883545
95,16597.94,16132,24085,8177.970409393311
96,16872.28,16132,26526,8259.340286254883
97,16611.88,16132,24082,8339.59174156189
98,16714.7,16132,22024,8408.41817855835
99,16779.56,16132,23864,8495.487928390503
