gen_no,avg_cost,min_cost,max_cost,time
0,38518.96,27903,45515,9.64498519897461
1,34389.66,25731,40489,131.33931159973145
2,28970.66,22881,35915,277.0099639892578
3,27399.66,22881,40194,416.06950759887695
4,25925.48,22881,34626,561.6519451141357
5,26024.74,22186,43956,697.3059177398682
6,25073.74,21326,33986,838.0424976348877
7,24607.6,20712,34485,980.9257984161377
8,23706.08,21501,29340,1114.60280418396
9,23636.16,21470,33435,1267.975091934204
10,23987.46,21229,33904,1438.9145374298096
11,23928.56,20602,32020,1578.4730911254883
12,23572.94,20319,33039,1719.5765972137451
13,22605.84,19692,28356,1857.8991889953613
14,22412.44,19381,30717,1997.5831508636475
15,23660.88,18641,35930,2145.7772254943848
16,21618.96,18211,31039,2280.9505462646484
17,21457.22,18151,35200,2413.0008220672607
18,21652.54,18151,33481,2563.7850761413574
19,21201.38,16376,31958,2695.6546306610107
20,21516.48,15020,37468,2831.6144943237305
21,19794.2,15020,29241,2992.7194118499756
22,18545.72,14960,29020,3111.88006401062
23,19263.92,14960,34190,3255.836009979248
24,17553.88,14960,28246,3379.4105052948
25,18504.62,14960,29525,3511.9946002960205
26,17595.2,14877,28705,3662.139415740967
27,17258.58,14700,28963,3804.163932800293
28,18443.28,14700,27829,3928.8339614868164
29,17295.14,14700,28326,4029.5095443725586
30,16867.44,14700,26106,4160.476922988892
31,17730.46,14700,31801,4267.735481262207
32,18758.88,14700,38655,4426.0804653167725
33,17770.88,14700,30778,4558.929443359375
34,18769.42,14700,30091,4709.017515182495
35,17623.62,14700,32990,4843.113422393799
36,18544.48,14700,29052,4975.544691085815
37,17926.9,14700,30657,5141.094923019409
38,18341.46,14575,26989,5260.163068771362
39,16946.58,14005,25939,5394.716739654541
40,18771.92,14005,35355,5527.407884597778
41,17445.4,14005,29702,5659.985542297363
42,17277.94,14005,27025,5809.860706329346
43,17884.92,14005,28295,5943.374872207642
44,17069.9,14005,31884,6108.937978744507
45,17700.66,14005,29430,6224.183797836304
46,18268.54,14005,32096,6343.789339065552
47,16747.42,14005,25942,6510.324001312256
48,18358.64,14005,28376,6651.752471923828
49,16746.1,14005,31956,6789.5379066467285
50,18166.92,14005,31750,6908.442497253418
51,18099.28,14005,27462,7060.903549194336
52,17660.22,13875,32675,7207.569360733032
53,17121.16,13792,24315,7372.881650924683
54,16411.2,13737,29295,7492.698431015015
55,16261.94,13607,28026,7626.282215118408
56,17773.66,13607,33254,7760.675430297852
57,18015.54,13607,33167,7904.982566833496
58,17224.82,13607,32741,8068.870782852173
59,16622.08,13607,26637,8212.928056716919
60,17086.22,13607,31652,8324.256896972656
61,16200.84,13607,25089,8473.667860031128
62,16083.08,13607,27836,8591.10403060913
63,17072.76,13332,30707,8741.498470306396
64,17936.76,13332,32199,8874.611377716064
65,17167.22,13332,29841,9006.380796432495
66,15293.32,13332,25114,9140.497207641602
67,16883.22,13332,27069,9306.678056716919
68,16012.52,13332,24508,9439.236164093018
69,17088.14,13332,28308,9587.746858596802
70,17274.3,13332,27330,9739.177703857422
71,16701.4,13332,25367,9856.846332550049
72,16663.32,13332,26554,10006.386041641235
73,16914.72,13332,26783,10153.782367706299
74,17332.2,13332,29947,10321.434736251831
75,16956.08,13332,25352,10439.268827438354
76,16524.16,13332,33880,10570.31512260437
77,17235.9,13332,25753,10689.526557922363
78,16044.04,13332,25308,10821.568965911865
79,18626.22,13332,32519,10969.841718673706
80,16935.68,13332,32034,11105.026006698608
81,17383.36,13332,35517,11256.66069984436
82,16391.54,13332,26962,11375.108242034912
83,16268.94,13332,26953,11520.86091041565
84,16772.34,13332,30757,11684.895992279053
85,17157.56,13332,28132,11820.724487304688
86,15939.12,13332,24692,11955.78384399414
87,16073.96,13332,26192,12087.471723556519
88,17604.16,13332,29784,12220.989227294922
89,16513.78,13332,23976,12368.71314048767
90,15621.4,13332,25178,12563.08126449585
91,15879.04,13332,24782,12700.631618499756
92,16391.18,13332,29727,12821.719408035278
93,16312.3,13332,30815,12938.282251358032
94,16498.98,13332,28062,13084.413766860962
95,16573.38,13332,26197,13233.762264251709
96,15587.42,13332,23138,13337.620258331299
97,16460.36,13332,29401,13469.778299331665
98,16916.64,13332,27902,13607.107877731323
99,16880.1,13332,32669,13757.133483886719
